Author,Title,Publication Year,Abstract Note,SOURCE
s. m. gaddis,Signaling Class: An Experiment Examining Social Class Perceptions from Names Used in Correspondence Audit Studies,2019,"Field and survey experiments examining racial discrimination and inequality commonly use names to signal race and ethnicity. However, little work has been done to understand how individuals interpret these signals. Despite strong concerns that racialized names simultaneously signal social class, no work has scientifically examined the social class signaling power of names used in previous research. In this article, I conduct a survey experiment to test individual perceptions of social class from names. Respondents are presented with a series of first and last names and asked to state the social class category they associate with each name. In total, 7,936 respondents provide their social class perceptions on 600 different combinations of first and last names. I find that black and Hispanic names are much more likely to be perceived as lower or working class than white names, which are overwhelmingly perceived as middle or upper class. These perceptions are independent of the effect of population-based socioeconomic naming patterns. Overall, this research suggests that scholars must not assume that population patterns in naming are indicative of individual perceptions of names. Instead, scholars should pretest names ethnicity before conducting a field or survey experiment to increase internal validity.",10.2139/ssrn.3350739
s. m. gaddis,Assessing Immigrant Generational Status from Names: Evidence for Experiments Examining Racial/Ethnic and Immigrant Discrimination,2019,"Evidence of racial and ethnic discrimination stems mostly from experiments in the U.S., Europe, and elsewhere that use names to signal race/ethnicity. Although recent work has examined individual racial perceptions of names in the U.S., no research has examined how names might convey immigrant generational status – an important signal for discrimination experiments across the world. I conduct a survey experiment that presents respondents with a series of first and last names to examine perceptions of immigrant generational status in the U.S. In total, 1,659 respondents provide information on 56 different names. I find that when presented with both traditional first and last Hispanic, Indian, or Chinese names, respondents most often believe that person was not born in the U.S. When presented with traditional white or Anglo first names combined with Hispanic or Asian last names, respondents most often believe that person was born in the U.S. but their parents were not. Individual names provide some variation within these results and some groups have stronger results than others. These findings have important implications for discrimination experiments in the U.S. and open the door for future research to distinguish between discrimination based on race/ethnicity and discrimination based on immigration status.",10.2139/ssrn.3022217
"david g. rand,",The promise of Mechanical Turk: how online labor markets can help theorists run behavioral experiments.,2012,"Combining evolutionary models with behavioral experiments can generate powerful insights into the evolution of human behavior. The emergence of online labor markets such as Amazon Mechanical Turk (AMT) allows theorists to conduct behavioral experiments very quickly and cheaply. The process occurs entirely over the computer, and the experience is quite similar to performing a set of computer simulations. Thus AMT opens the world of experimentation to evolutionary theorists. In this paper, I review previous work combining theory and experiments, and I introduce online labor markets as a tool for behavioral experimentation. I review numerous replication studies indicating that AMT data is reliable. I also present two new experiments on the reliability of self-reported demographics. In the first, I use IP address logging to verify AMT subjects' self-reported country of residence, and find that 97% of responses are accurate. In the second, I compare the consistency of a range of demographic variables reported by the same subjects across two different studies, and find between 81% and 98% agreement, depending on the variable. Finally, I discuss limitations of AMT and point out potential pitfalls. I hope this paper will encourage evolutionary modelers to enter the world of experimentation, and help to strengthen the bond between theoretical and empirical analyses of the evolution of human behavior.",data/audit.pdf --> https://pubmed.ncbi.nlm.nih.gov/21402081/
joshua d. miller michael l. crowe brandon m. weiss j. maples-keller d. lynam,"Using Online, Crowdsourcing Platforms for Data Collection in Personality Disorder Research: The Example of Amazon’s Mechanical Turk",2017,"The use of crowdsourcing platforms such as Amazon’s Mechanical Turk (MTurk) for data collection in the behavioral sciences has increased substantially in the past several years due in large part to (a) the ability to recruit large samples, (b) the inexpensiveness of data collection, (c) the speed of data collection, and (d) evidence that the data collected are, for the most part, of equal or better quality to that collected in undergraduate research pools. In this review, we first evaluate the strengths and potential limitations of this approach to data collection. Second, we examine how MTurk has been used to date in personality disorder (PD) research and compare the characteristics of such research to PD research conducted in other settings. Third, we compare PD trait data from the Section III trait model of the DSM–5 collected via MTurk to data collected using undergraduate and clinical samples with regard to internal consistency, mean-level differences, and factor structure. Overall, we conclude that platforms such as MTurk have much to offer PD researchers, especially for certain kinds of research (e.g., where large samples are required and there is a need for iterative sampling). Whether MTurk itself remains the predominant model of such platforms is unclear, however, and will largely depend on decisions related to cost effectiveness and the development of alternatives that offer even greater flexibility.",10.1037/per0000191
"j. horton, david g. rand, r. zeckhauser,",The online laboratory: conducting experiments in a real labor market,2010,"Online labor markets have great potential as platforms for conducting experiments. They provide immediate access to a large and diverse subject pool, and allow researchers to control the experimental context. Online experiments, we show, can be just as valid—both internally and externally—as laboratory and field experiments, while often requiring far less money and time to design and conduct. To demonstrate their value, we use an online labor market to replicate three classic experiments. The first finds quantitative agreement between levels of cooperation in a prisoner’s dilemma played online and in the physical laboratory. The second shows—consistent with behavior in the traditional laboratory—that online subjects respond to priming by altering their choices. The third demonstrates that when an identical decision is framed differently, individuals reverse their choice, thus replicating a famed Tversky-Kahneman result. Then we conduct a field experiment showing that workers have upward-sloping labor supply curves. Finally, we analyze the challenges to online experiments, proposing methods to cope with the unique threats to validity in an online setting, and examining the conceptual issues surrounding the external validity of online results. We conclude by presenting our views on the potential role that online experiments can play within the social sciences, and then recommend software development priorities and best practices.",data/audit.pdf --> https://link.springer.com/article/10.1007/s10683-011-9273-9
travis simcox j. fiez,Collecting response times using Amazon Mechanical Turk and Adobe Flash,2013,"Crowdsourcing systems like Amazon's Mechanical Turk (AMT) allow data to be collected from a large sample of people in a short amount of time. This use has garnered considerable interest from behavioral scientists. So far, most experiments conducted on AMT have focused on survey-type instruments because of difficulties inherent in running many experimental paradigms over the Internet. This study investigated the viability of presenting stimuli and collecting response times using Adobe Flash to run ActionScript 3 code in conjunction with AMT. First, the timing properties of Adobe Flash were investigated using a phototransistor and two desktop computers running under several conditions mimicking those that may be present in research using AMT. This experiment revealed some strengths and weaknesses of the timing capabilities of this method. Next, a flanker task and a lexical decision task implemented in Adobe Flash were administered to participants recruited with AMT. The expected effects in these tasks were replicated. Power analyses were conducted to describe the number of participants needed to replicate these effects. A questionnaire was used to investigate previously undescribed computer use habits of 100 participants on AMT. We conclude that a Flash program in conjunction with AMT can be successfully used for running many experimental paradigms that rely on response times, although experimenters must understand the limitations of the method.",10.3758/s13428-013-0345-y --> https://pubmed.ncbi.nlm.nih.gov/23670340/
zachary c merz j. lace a. eisenstein,Examining broad intellectual abilities obtained within an mTurk internet sample,2020,"Widely used in social science research, samples of participants obtained via Amazon’s Mechanical Turk (mTurk) tend to be representative across many sociodemographic variables. However, to date, no research has investigated and reported the global cognitive ability level (i.e., intelligence) of samples obtained via mTurk. The present study contributes to the literature by investigating a previously well-validated, public domain measure of cognitive ability in a sample of American adults recruited via mTurk. As part of a larger cross-sectional, survey-based study, four hundred thirty-four (434) Americans (M age = 37.86; 35.7% men) completed a demographic questionnaire and the 16-item International Cognitive Ability Resource, Sample Test (ICAR-16). Results revealed a normal distribution of ICAR-16 scores across the current sample. Additionally, total scores were positively correlated with participants’ level of education, income, and self-estimated intelligence, but did not significantly correlate with participant age. No gender differences were identified on ICAR-16 total scores. Finally, ICAR-16 scores did not significantly differ from normative data derived from its validation study. These results suggested that American mTurk samples may be representative of the broader population in terms of global cognitive ability, and that the ICAR-16 is likely a reasonable, psychometrically sound, and inexpensive measure of global cognitive ability appropriate for use in mTurk samples.",10.1007/s12144-020-00741-0 --> https://link.springer.com/article/10.1007/s12144-020-00741-0
"winter a. mason, siddharth suri,",Conducting behavioral research on Amazon’s Mechanical Turk,2011,"Amazon's Mechanical Turk is an online labor market where requesters post jobs and workers choose which jobs to do for pay. The central purpose of this article is to demonstrate how to use this Web site for conducting behavioral research and to lower the barrier to entry for researchers who could benefit from this platform. We describe general techniques that apply to a variety of types of research and experiments across disciplines. We begin by discussing some of the advantages of doing experiments on Mechanical Turk, such as easy access to a large, stable, and diverse subject pool, the low cost of doing experiments, and faster iteration between developing theory and executing experiments. While other methods of conducting behavioral research may be comparable to or even better than Mechanical Turk on one or more of the axes outlined above, we will show that when taken as a whole Mechanical Turk can be a useful tool for many researchers. We will discuss how the behavior of workers compares with that of experts and laboratory subjects. Then we will illustrate the mechanics of putting a task on Mechanical Turk, including recruiting subjects, executing the task, and reviewing the work that was submitted. We also provide solutions to common problems that a researcher might face when executing their research on this platform, including techniques for conducting synchronous experiments, methods for ensuring high-quality work, how to keep data private, and how to maintain code security.",data/audit.pdf --> https://pubmed.ncbi.nlm.nih.gov/21717266/
fabiana silva,The Strength of Whites’ Ties: How Employers Reward the Referrals of Black and White Jobseekers,2018,"Abstract:Sociologists commonly point to jobseekers’ racially segregated networks and employers’ discriminatory behavior to explain racial inequality in employment. Network scholars argue that, given segregated networks and black and white employees’ unequal position in the labor market, employers’ reliance on employee referrals reproduces black disadvantage. Scholars of discrimination focus instead on employers’ unequal treatment of equally qualified black and white jobseekers. Drawing on an original experiment with a sample of white individuals with hiring responsibilities, I seek to bridge these literatures by examining whether respondents’ racial prejudice affects how they reward employee referrals of black and white applicants from black and white employees. I use a measure of implicit prejudice that is resistant to social desirability and that can capture biases among people who genuinely believe they are unbiased. Whether evaluated by low-prejudiced or high-prejudiced respondents, white applicants benefit greatly from same-race referrals. In contrast, black applicants do not benefit from same-race referrals, even when they are evaluated by low-prejudiced respondents. In fact, black applicants only benefit from having a referral when two conditions are met: the referring employee is white and they are evaluated by a relatively low-prejudiced respondent. These findings suggest that in addition to their disadvantage in access to employee referrals, black jobseekers suffer from a disadvantage in returns to these referrals.",10.1093/SF/SOY051
"s. m. gaddis,",Discrimination in the Credential Society: An Audit Study of Race and College Selectivity in the Labor Market,2014,"Racial inequality in economic outcomes, particularly among the college educated, persists throughout US society. Scholars debate whether this inequality stems from racial differences in human capital (e.g., college selectivity, GPA, college major) or employer discrimination against black job candidates. However, limited measures of human capital and the inherent difficulties in measuring discrimination using observational data make determining the cause of racial differences in labor-market outcomes a difficult endeavor. In this research, I examine employment opportunities for white and black graduates of elite top-ranked universities versus high-ranked but less selective institutions. Using an audit design, I create matched candidate pairs and apply for 1,008 jobs on a national job-search website. I also exploit existing birth-record data in selecting names to control for differences across social class within racialized names. The results show that although a credential from an elite university results in more employer responses for all candidates, black candidates from elite universities only do as well as white candidates from less selective universities. Moreover, race results in a double penalty: When employers respond to black candidates, it is for jobs with lower starting salaries and lower prestige than those of white peers. These racial differences suggest that a bachelor’s degree, even one from an elite institution, cannot fully counteract the importance of race in the labor market. Thus, both discrimination and differences in human capital contribute to racial economic inequality.",data/audit.pdf
s. m. gaddis r. ghoshal,Dynamic Racial Triangulation: Examining the Racial Order Using an Experiment on Discrimination by White Millennials,2020,"Scholars argue that the traditional binary racial order model of the U.S. is outdated and acknowledge that racial systems can shift in response to demographic, political, and economic changes. In the coming years, White Millennials will exert ever-greater political and economic power in shaping the racial order. However, we have limited empirical evidence on the racial attitudes and race-based actions of this group. Our overarching goals in this paper are to uncover the racial order currently taking shape among White Millennials and to understand links between racial valorization, cultural inclusion/exclusion, and discriminatory actions among this group. To do so, we simulate a previous housing correspondence audit and conduct an online survey experiment with 4,462 White Millennials gauging respondents’ actions toward and views of White, Black, Hispanic, Indian, and Chinese-origin individuals. We find that White Millennial respondents express less acceptance of Blacks than members of other groups. Second, Blacks and Latinx are penalized on dimensions of valorization (i.e. responsibility, courteousness, and financial stability). Third, all groups other than Whites and “Americanized” Latinx are penalized on cultural inclusion, though the extent varies by signals of assimilation. Our findings indicate some support for racial triangulation theory but also show that insights from this perspective should be synthesized with those of racial formation theory. We suggest that rather than conform to any existing theory, White Millennials enact an emerging racial order rooted in what we call dynamic racial triangulation.",10.2139/ssrn.3022208
janelle h. cheung d. burns r. sinclair michael t. sliter,Amazon Mechanical Turk in Organizational Psychology: An Evaluation and Practical Recommendations,2016,"Purpose Amazon Mechanical Turk is an increasingly popular data source in the organizational psychology research community. This paper presents an evaluation of MTurk and provides a set of practical recommendations for researchers using MTurk. Design/Methodology/Approach We present an evaluation of methodological concerns related to the use of MTurk and potential threats to validity inferences. Based on our evaluation, we also provide a set of recommendations to strengthen validity inferences using MTurk samples. Findings Although MTurk samples can overcome some important validity concerns, there are other limitations researchers must consider in light of their research objectives. Researchers should carefully evaluate the appropriateness and quality of MTurk samples based on the different issues we discuss in our evaluation. Implications There is not a one-size-fits-all answer to whether MTurk is appropriate for a research study. The answer depends on the research questions and the data collection and analytic procedures adopted. The quality of the data is not defined by the data source per se, but rather the decisions researchers make during the stages of study design, data collection, and data analysis. Originality/Value The current paper extends the literature by evaluating MTurk in a more comprehensive manner than in prior reviews. Past review papers focused primarily on internal and external validity, with less attention paid to statistical conclusion and construct validity—which are equally important in making accurate inferences about research findings. This paper also provides a set of practical recommendations in addressing validity concerns when using MTurk.",10.1007/s10869-016-9458-5 --> https://link.springer.com/article/10.1007/s10869-016-9458-5
justin t. pickett s. p. roche,"Questionable, Objectionable or Criminal? Public Opinion on Data Fraud and Selective Reporting in Science",2017,"Data fraud and selective reporting both present serious threats to the credibility of science. However, there remains considerable disagreement among scientists about how best to sanction data fraud, and about the ethicality of selective reporting. The public is arguably the largest stakeholder in the reproducibility of science; research is primarily paid for with public funds, and flawed science threatens the public's welfare. Members of the public are able to make meaningful judgments about the morality of different behaviors using moral intuitions. Legal scholars emphasize that to maintain legitimacy, social control policies must be developed with some consideration given to the public's moral intuitions. Although there is a large literature on popular attitudes toward science, there is no existing evidence about public opinion on data fraud or selective reporting. We conducted two studies-a survey experiment with a nationwide convenience sample (N = 821), and a follow-up survey with a representative sample of US adults (N = 964)-to explore community members' judgments about the morality of data fraud and selective reporting in science. The findings show that community members make a moral distinction between data fraud and selective reporting, but overwhelmingly judge both behaviors to be immoral and deserving of punishment. Community members believe that scientists who commit data fraud or selective reporting should be fired and banned from receiving funding. For data fraud, most Americans support criminal penalties. Results from an ordered logistic regression analysis reveal few demographic and no significant partisan differences in punitiveness toward data fraud.",10.1007/s11948-017-9886-2 --> https://pubmed.ncbi.nlm.nih.gov/28281156/
"d. crane, s. lieberson,","A Matter of Taste: How Names, Fashions, and Culture Change",2000,"What accounts for our tastes? Why and how do they change over time? In this innovative book Stanley Lieberson analyzes children's first names to develop an original theory of fashion. Children's names provide an opportunity to view the pure mechanisms of fashion, unaffected by commercial interests that influence many fashions and tastes, says Lieberson. He disputes the commonly held notion that tastes in names (and other fashions) simply reflect societal shifts. There exist also ""internal taste mechanisms"" that drive changes in fashion even in the absence of social change, Lieberson contends. He explores the intricate and subtle ways in which internal mechanisms operate in concert with social forces to determine our choices of names. And he applies these conclusions to classical music, the decline of the fedora, women's garments, and other examples of change in fashion. Examining extensive data on names over long periods of time, Lieberson discovers an orderly regularity to the process of change. He considers an array of naming practices-how Rebecca became a popular name, why the names of certain important and attractive biblical characters are rarely chosen, and the influence of movie stars and characters in movies and novels. The book also inquires into name selection by specific ethnic and racial groups-Mexicans' choices of names for their sons and daughters, African-American naming tastes from the time of slavery, changing names among American Jews throughout the twentieth century, and ethnic influences on naming in assimilated white groups. Lieberson concludes with a discussion of broader applications of internal mechanisms, suggesting that they operate widely in culture, across the entire ""cultural surface.""",data/audit.pdf
"d. o. sears,",College sophomores in the laboratory: Influences of a narrow data base on social psychology's view of human nature.,1986,"For the 2 decades prior to 1960, published research in social psychology was based on a wide variety of subjects and research sites. Content analyses show that since then such research has overwhelmingly been based on college students tested in academic laboratories on academiclike tasks. How might this heavy dependence on one narrow data base have biased the main substantive conclusions of sociopsychological research in this era? Research on the full life span suggests that, compared with older adults, college students are likely to have less-crystallized attitudes, less-formulated senses of self, stronger cognitive skills, stronger tendencies to comply with authority, and more unstable peer group relationships. The laboratory setting is likely to exaggerate all these differences. These peculiarities of social psychology's predominant data base may have contributed to central elements of its portrait of human nature. According to this view people (a) are quite compliant and their behavior is easily socially influenced, (b) readily change their attitudes and (c) behave inconsistently with them, and (d) do not rest their self-perceptions on introspection. The narrow data base may also contribute to this portrait of human nature's (e) strong emphasis on cognitive processes and to its lack of emphasis on (f) personality dispositions, (g) material self-interest, (h) emotionally based irrationalities, (i) group norms, and (j) stage-specific phenomena. The analysis implies the need both for more careful examination of sociopsychological propositions for systematic biases introduced by dependence on this narrow data base and for increased reliance on adults tested in their natural habitats with materials drawn from ordinary life.",data/audit.pdf
joseph k. goodman cynthia cryder amar cheema,Data collection in a flat world: the strengths and weaknesses of mechanical turk samples,2013,"Mechanical Turk (MTurk), an online labor system run by Amazon.com, provides quick, easy, and inexpensive access to online research participants. As use of MTurk has grown, so have questions from behavioral researchers about its participants, reliability, and low compensation. In this article, we review recent research about MTurk and compare MTurk participants with community and student samples on a set of personality dimensions and classic decision-making biases. Across two studies, we find many similarities between MTurk participants and traditional samples, but we also find important differences. For instance, MTurk participants are less likely to pay attention to experimental materials, reducing statistical power. They are more likely to use the Internet to find answers, even with no incentive for correct responses. MTurk participants have attitudes about money that are different from a community sample’s attitudes but similar to students’ attitudes. Finally, MTurk participants are less extraverted and have lower self-esteem than other participants, presenting challenges for some research domains. Despite these differences, MTurk participants produce reliable results consistent with standard decision-making biases: they are present biased, risk-averse for gains, risk-seeking for losses, show delay/expedite asymmetries, and show the certainty effect—with almost no significant differences in effect sizes from other samples. We conclude that MTurk offers a highly valuable opportunity for data collection and recommend that researchers using MTurk (1) include screening questions that gauge attention and language comprehension; (2) avoid questions with factual answers; and (3) consider how individual differences in financial and social domains may influence results. Copyright © 2012 John Wiley & Sons, Ltd.",10.1002/BDM.1753
j. strickland,EXAMINING THE UTILITY OF BEHAVIORAL ECONOMIC DEMAND IN ADDICTION SCIENCE,2019,"OF DISSERTATION EXAMINING THE UTILITY OF BEHAVIORAL ECONOMIC DEMAND IN ADDICTION SCIENCE The marriage of perspectives from behavioral economic theory and learning theory has the potential to advance an understanding of substance use and substance use disorder. Behavioral economic demand is a central concept to this interdisciplinary approach. Evaluating demand in the laboratory and clinic can improve previous research on the relative reinforcing effects of drugs by accounting for the multi-dimensional nature of reinforcement rather than viewing reinforcement as a unitary construct. Recent advances in the commodity purchase task methodology have further simplified the measurement of demand values in human participants. This dissertation project presents a programmatic series of studies designed to demonstrate the utility of using a behavioral economic demand framework and the purchase task methodology for understanding substance use disorder through basic and applied science research. Experiments are presented spanning a continuum from theoretical and methodological development to longitudinal work and clinical application. These experiments demonstrate three key conclusions regarding behavioral economic demand. First, behavioral economic demand provides a reliable and valid measure of drug valuation that is applicable to varied drug types and participant populations. Second, behavioral economic demand is a stimulus-selective measure specifically reflecting valuation for the commodity under study. Third, behavioral economic demand provides incremental information about substance use in the laboratory and clinical setting above and beyond traditional measures of reinforcer valuation and other behavioral economic variables. These findings collectively highlight the benefits of behavioral economic demand and provide an important platform for future work in addiction science.",10.13023/ETD.2019.030
"b. hogan, b. berry,",Racial and Ethnic Biases in Rental Housing: An Audit Study of Online Apartment Listings,2011,"As rental markets move online, techniques to assess racial/ethnic rental housing discrimination should keep pace. We demonstrate an audit method for assessing discrimination in Toronto's online rental market. As a multicultural city with less segregation and more diverse visible minorities than most US cities, Toronto lends itself to multiname audit studies. We sent 5,620 fictitious email inquiries to landlords offering apartments on Craigslist, a popular Internet classifieds service. Each landlord received one inquiry each from five racialized groups—Caucasian, Black, E/SE Asian, Muslim/Arabic, and Jewish. In our experiments, “opportunity denying” discrimination (exclusion through nonresponse) was 10 times as common as “opportunity diminishing” discrimination (e.g., additional rental conditions). We estimate Muslim/Arabic–racialized men face the greatest resistance, with discrimination occurring in 12 percent of experiments. The level of discrimination is modest but significant for Asian men (7 percent), Blacks (5 percent), and Muslim/Arabic women (5 percent). Discrimination was evenly spread throughout the city. Sesgos raciales y étnicos en el alquiler de viviendas: Una auditoría de los anuncios de apartamentos en línea (Bernie Hogan y Brent Berry) Resumen A medida que los mercados de alquiler tienen más presencia en Internet, es preciso actualizar las técnicas para identificar la discriminación racial y étnica en dichos mercados. En este artículo demostramos cómo utilizar un método de auditoría para evaluar el nivel de discriminación en el mercado de alquiler de Toronto en el Internet. En tanto ciudad multicultural con un menor nivel de segregación y minorías más visibles que la mayoría de las ciudades estadounidenses, Toronto constituye un buen ejemplo para llevar a cabo estudios tipo auditoría usando diferentes nombres. Enviamos 5,620 mensajes electrónicos ficticios solicitando información a caseros con anuncios en Craigslist, un popular servicio de clasificados por Internet. Cada casero recibió un email de uno de cinco grupos raciales–personas de raza blanca, negra, asiáticas, musulmanes/árabes y judías. En nuestros experimentos, la discriminación tipo “negación de oportunidades” (exclusión vía la ausencia de respuestas) resultó ser 10 veces más común que la discriminación tipo “reducción de oportunidades” (por ejemplo, agregando condiciones adicionales). Según nuestros estimados, los hombres de origen musulmán/árabe son los que encuentran mayor resistencia dado que se dieron instancias de discriminación en un 12% de los experimentos usando nombres árabes masculinos. Los niveles de discriminación son más modestos pero significativos con respecto a los hombres asiáticos (7 por ciento), las personas de raza negra (5 por ciento) y las mujeres musulmanas/árabes (5 por ciento). Los patrones de discriminación estuvieron distribuidos de manera equitativa en toda la ciudad.",data/audit.pdf
