Unnamed: 0.1,Unnamed: 0,Author,Title,Publication Year,Abstract Note,SOURCE,Abstract Note Length
133,143,r. mccall m. s. carriger,A meta-analysis of infant habituation and recognition memory performance as predictors of later IQ.,1993,"A meta-analytic review of the literature on infant habituation and recognition memory performance as predictors of later IQ suggests several conclusions: (1) Habituation and recognition memory assessments made on a variety of risk and nonrisk samples in the first year of life predict later IQ assessed between 1 and 8 years of age with a weighted (for N) average of normalized correlations of .36 or a raw median correlation of .45. (2) The size of the predictive correlation is essentially the same for habituation and for recognition memory paradigms. (3) This prediction phenomenon is not obviously associated solely with one laboratory, one particular infant response measure, or a few extremely disordered infants. (4) The level of prediction to childhood IQ is substantial given the reliability of the infant measures. (5) Predictions are somewhat higher for risk than for nonrisk samples. (6) Predictions are consistently higher than for standardized infant tests of general development for nonrisk but not for risk samples, and they are not consistently higher than predicting from parental education and socioeconomic status or a few other infant behaviours for nonrisk samples. (8) Coefficients may be higher when the predicting assessments are made between 2 and 8 months of age than earlier or later, but prediction coefficients are remarkably consistent across the observed outcome age period of 2-8 years.",data/mutualism.pdf,1420
134,142,e. v. van nes m. scheffer,Large Species Shifts Triggered by Small Forces,2004,"Changes in species composition of communities seem to proceed gradually at first sight, but remarkably rapid shifts are known to occur. Although disrupting disturbances seem an obvious explanation for such shifts, evidence for large disturbances is not always apparent. Here we show that complex communities tend to move through occasional catastrophic shifts in response to gradual environmental change or evolution. This tendency is caused by multiple attractors that may exist in such systems. We show that alternative attractors arise robustly in randomly generated multispecies models, especially if competition is symmetrical and if interspecific competition is allowed to exceed intraspecific competition. Inclusion of predators as a second trophic level did not alter the results greatly, although it reduced the probability of alternative attractors somewhat. These results suggest that alternative attractors may commonly arise from interactions between large numbers of species. Consequently, the response of complex communities to environmental change is expected to be characterized by hysteresis and sudden shifts. Some unexplained regime shifts observed in ecosystems could be related to alternative attractors arising from complex species interactions. Additionally, our results support the idea that ancient mass extinctions may partly be due to an intrinsic loss of stability of species configurations.",data/mutualism.pdf,1420
135,144,h. maas b. hopkins,Developmental transitions: So what's new?,1998,"Structural approaches to development, such as Piaget's stage theory, have proved to be problematic in dealing with developmental transitions. More promising in this respect are models of qualitative change that address macroscopical phase shifts in non-linear dynamicalsystems that arise from quantitative changes at the microscopical level. In this introductory paper, we attempt to clarify the meanings of some of the core terms used in these models so as to set the scene for the subsequent contributions. We stress the relevance of recent advances in catastrophe theory for detecting developmental transitions and suggest that the concept of self-organisation as formulated in irreversible thermodynamics provides a framework for explaining them. As yet, there is a lack of convincing evidence that transitions of interest to developmental psychologists comply with principles of self-organisation that have become well-established for time-evolving systems in other disciplines such as chemistry and biology. Demonstrations of self-organisation in psychologically-relevant simulation models are a first step in attaining such evidence. In this special issue, we concentrate primarily on a common approach to the detection of transitions across a number of domains of development.However, in doing so illustrations are given of the ways in which the hypothesis of selforganisation can be used to account for the mechanisms of developmental transitions.",data/mutualism.pdf,1456
136,145,boris krupa,On the number of experiments required to find the causal structure of complex systems.,2002,"The need to capture the complexity of biological systems in a simpler formalism is the underlying impetus of biological sciences. Understanding the function of many biological complex systems, such as genetic networks or molecular signalling pathways, requires precise identification of the interactions between their individual components. A number of questions in the study of complex systems are then important-in particular, what can be inferred about the interactions in a complex system from an arbitrary set of experiments, and, what is the minimum number of experiments required to characterize the system? This paper shows that the problem of finding the minimal causal structure of a system based on a set of observations is computationally intractable for even moderately sized systems (it is NP-hard), but a reasonable approximation can be found in a relatively short (polynomial) time. Next, it is shown that the number of experiments required to characterize a complex system grows exponentially with the upper bound on the number of immediate upstream influences of each element, but only logarithmically with the number of elements in the system. This makes it possible to study biological systems with extremely large number of interacting elements and relatively sparse interconnections, such as gene regulatory and cell signalling networks. Finally, the construction of a randomized experimental sequence which achieves this bound is discussed.",data/mutualism.pdf,1463
137,146,m. bornstein m. sigman,Continuity in mental development from infancy.,1986,"In this essay we document moderate continuity in mental development beginning in infancy and extending into childhood. Psychological opinion in the past has tended to favor discontinuity theories of cognitive development from infancy. In recent years, however, the foundations on which discontinuity positions were originally established have themselves come under question and new findings grounded in new assessment procedures have appeared, necessitating revision of opinion on this significant psychological and developmental issue. Our essay has several aims. We first review briefly the bases for contemporary discontinuity theories of mental development. Second, we present current findings that support the alternative proposition of continuity: Recent research demonstrates that infants who more efficiently encode visual stimuli or more efficiently recollect visual or auditory stimuli tend to perform more proficiently on traditional psychometric assessments of intelligence and language during childhood. Third, we scrutinize the assessment methods from which these continuity results derive. Fourth, we offer several models that help to explain the continuity findings. Fifth, we discuss critically the origins and the maintenance of continuity in mental development as it is coming to be conceptualized currently. Finally, we reflect on implications of continuity for the future of infant assessments specifically and for theories of early mental development generally.",10.1111/J.1467-8624.1986.TB00025.X,1483
138,147,m. woodley,The Cognitive Differentiation-Integration Effort Hypothesis: A Synthesis between the Fitness Indicator and Life History Models of Human Intelligence,2011,"This article presents a potential synthesis between the fitness indicator and life history models of human intelligence through consideration of the phenomena of ability differentiation and integration. The cognitive differentiation-integration effort hypothesis proposes that these effects result from a life history tradeoff between cognitive integration effort, a mating effort component associated with strengthening the positive manifold amongst abilities; and cognitive differentiation effort, a somatic effort component associated with the cultivation of specific abilities. This represents one of two largely independent sources of genetic variance in intelligence; the other is mediated by general fitness and mutation load and is associated with individual differences in levels of ‘genetic g‘. These two sources (along with a common source of environmental variance) combine to give rise to a variety of cognitive phenotypes characterized by different combinations of high or low levels of ‘genetic g‘ and cognitive specialism or generalism. Fundamental to this model is the assumption that measures of life history speed (K) and g are essentially independent, which is demonstrated via meta-analysis of 10 studies reporting correlations between the variables (ρ = .023, ns, n = 2056). The implications of the model are discussed in an evolutionary, ecological, and developmental context. Seven key predictions are made in the discussion which if tested could provide definitive evidence for the hypothesis.",10.1037/a0024348,1518
139,37,a. jensen,The g factor,1996,"General ability, defined as psychometric g, arises from the empirical fact that scores on various cognitive tests are positively correlated in the population. The g factor is highly stable across different factor analytic algorithms, across different test batteries and across different populations. Because all cognitive tests, from the simplest to the most complex, regardless of their informational content, are g-loaded to varying degrees, g cannot be described in terms of the tests' content, or even in psychological terms. It is actually a property of the brain. The loadings of various tests on g, from tests of sensory discrimination and reaction time to those of highly complex problem solving, predict those tests' degree of correlation with a number of non-psychometric variables: the test's heritability, inbreeding depression, coefficient of assortative mating, brain size, reaction time, brain nerve conduction velocity, brain glucose metabolic rate and features of brain evoked potentials. Although some of the brain's cognitive functions are modular, the g factor reflects the all-positive correlations among virtually all cognitive functions that show individual differences. I hypothesize that the brain contains no module for general problem solving. Correlations between individuals' performances in various cognitive tasks result from quantitative individual differences in physiological conditions that do not constitute the brain's modular and other neural design features but do influence their speed and efficiency of information processing.",10.1038/381729B0 --> https://pubmed.ncbi.nlm.nih.gov/11276908/,1567
140,66,g. fogarty l. stankov,Challenging the 'Law of diminishing returns',1995,"The law of diminishing returns (Spearman, 1927) states that the size of the average correlation between cognitive tasks tends to be relatively small in high-ability groups and relatively high in low-ability groups. Studies supporting this finding have tended to contrast very low-ability subjects (IQ < 78) with subjects from higher ability ranges and to use tests that have poor discriminatory power among the higher ability levels. In the first study described in this article, tasks that provide good discrimination among the higher ability levels were used. A sample of high-ability (N = 25) and of low-ability (N = 20) 15-year-old boys completed four single tests, two with low and two with high g saturations, and two competing tasks formed from these single tests. The results indicated that, contrary to the predictions of the law of diminishing returns, the amount of common variance was greater in the high-ability group. It is suggested that the law of diminishing returns does not take into account the factor of task difficulty and that there are situations in which the exact reverse of this law holds. A second study again compared correlations obtained with extreme groups (N = 28 and N = 29), this time on measures of perceptual speed, which are easy for all ability levels. Results indicated that correlations among the perceptual speed measures were the same for both groups. In neither of these studies was there any support for the law, which seems to be dependent on the very high correlations obtained from samples at the extreme lower end of the ability continuum.",data/mutualism.pdf --> https://www.sciencedirect.com/science/article/pii/0160289695900241,1588
141,12,s. prakash a. d. de roos,Habitat destruction in mutualistic metacommunities.,2004,"We investigate a mutualistic metacommunity where the strength of the mutualistic interaction between species is measured by the extent to which the presence of one species on a patch either reduces the extinction rate of the others present on the same patch or increases their ability to colonize other patches. In both cases, a strong enough mutualism enables all species to persist at habitat densities where they would all be extinct in the absence of the interaction. However, a mutualistic interaction that enhances colonization enables the species to persist at lower habitat density than one that suppresses extinction. All species abruptly go extinct (catastrophe) when the habitat density is decreased infinitesimally below a critical value. A comparison of the mean field or spatially implicit case with unrestricted dispersal and colonization to all patches in the system with a spatially explicit case where dispersal is restricted to the immediate neighbours of the original patch leads to the intriguing conclusion that restricted dispersal can be favourable for species that have a beneficial effect on each other when habitat conditions are adverse. When the mutualistic interaction is strong enough, the extinction threshold or critical amount of habitat required for the persistence of all species is lower when the dispersal is locally restricted than when unrestricted ! The persistence advantage for all species created by the mutualistic interaction increases substantially with the number of species in the metacommunity, as does the advantage for restricted dispersal over global dispersal.",data/mutualism.pdf --> https://pubmed.ncbi.nlm.nih.gov/14766189/,1614
142,148,d. geary,"The Origin of Mind: Evolution of Brain, Cognition, and General Intelligence",2004,"Darwin considered an understanding of the evolution of the human mind and brain to be of major importance to the evolutionary sciences. This groundbreaking book sets out a comprehensive, integrated theory of why and how the human mind has developed to function as it does. Geary proposes that human motivational, affective, behavioral, and cognitive systems have evolved to process social and ecological information (e.g., facial expressions) that covaried with survival or reproductive options during human evolution. Further, he argues that the ultimate focus of all of these systems is to support our attempts to gain access to and control of resources - more specifically, the social (e.g., mates), biological (e.g., food), and physical (e.g., territory) resources that supported successful survival and reproduction over time. In this view, Darwin's conceptualization of natural selection as a ""struggle for existence"" becomes, for us, a struggle with other human beings for control of the available resources. This struggle provides a means of integrating modular brain and cognitive systems such as language with those brain and cognitive systems that support general intelligence. To support his arguments, Geary draws on an impressive array of recent findings in cognitive science and neuroscience as well as primatology, anthropology, and sociology. The book also explores a number of issues that are of interest in modern society, including how general intelligence relates to academic achievement, occupational status, and income. Readers will find this book a thought-provoking read and an impetus for new theories of mind.",10.1037/10871-000,1636
143,32,a. murray h. dixon w. johnson,Spearman's Law of Diminishing Returns: A statistical artefact?,2013,"Spearman's Law of Diminishing Returns (SLODR) is the idea that the structure of human cognitive ability is more differentiated and g a weaker determinant of cognitive performance at higher levels of ability. In this study, we distinguish between ‘traditional’ methods of testing SLODR and ‘contemporary’ methods of testing SLODR. It is the former set of methods from which the vast majority of the evidence base for SLODR derives. We demonstrated that it is easy to mimic SLODR and reverse SLODR effects in these traditional methods of assessing SLODR by using data with skewed observed variable distributions. The skewness magnitudes did not need to be large to produce these effects and they fell well within the range of values that are usually considered unproblematic for parametric statistic analysis. In simulated datasets, positive subtest skewness resulted in SLODR and negative subtest skewness resulted in reverse SLODR. In contemporary methods of testing SLODR, non-linear g-loadings or a skewed g are assumed to reflect evidence for SLODR. When we applied contemporary methods of testing SLODR to these data, there was evidence of heteroscedastic residuals but no evidence of non-linear g-loadings or skewed g distributions. We broadly replicated the effects of subtest skew from these simulated datasets in real data from the Minnesota Study of Twins Reared Apart. Results imply that traditional methods of assessing SLODR cannot distinguish between effects due to subtest characteristics that have nothing to do with differences in ability structure at different levels of g and true SLODR effects. This calls into question the empirical support for SLODR.",10.1016/J.INTELL.2013.06.007 --> https://www.sciencedirect.com/science/article/pii/S0160289613000809,1671
144,57,j. kranzler a. jensen,The nature of psychometric g: Unitary process or a number of independent processes?,1991,"This study investigates whether a unitary elemental process or a number of independent elemental processes, as measured by elementary cognitive tasks (ECTs), underlie psychometric g. A sample of 101 university students was administered two intelligence tests (Raven's Advanced Progressive Matrices and the Multidimensional Aptitude Battery) and a large battery of ECTs. The results of this study reject the theory that some single or unitary process underlies psychometric g. Rather, it appears that individual differences in psychometric g may reflect as many as four independent components of variance. These findings support the theory that various complex mental tests correlate highly with each other, giving rise to a psychometric g factor, because they require some of the same elemental processes. Further research will be needed to determine precisely the number and nature of these components. It is also important to note that the multiple correlation of g regressed on these four components derived from elementary cognitive variables is .542. The maximum correlation possible between the psychometric variables and the battery of ECTs in this study is nearly as high as correlations among various standardized IQ tests themselves (canonical r=.603). After correction for the considerable restriction of range on IQ in the sample, the r is increased to .722. Hence, this battery of ECTs accounts for approximately half of the phenotypic variance in g and probably as much as 70% of the genotypic variance. Moreover, the finding that individual differences in conceptually distinct processes (such as speed of visual search and speed of memory search) are highly correlated indicates the presence of individual differences in some neurological level of processing common to both tasks.",data/mutualism.pdf --> https://www.sciencedirect.com/science/article/pii/016028969190003V,1796
145,149,a. slater,Can measures of infant habituation predict later intellectual ability?,1997,"By the end of the 1970s, about 50 years of research had shown fairly clearly that prediction coefficients from measures of infant behaviour to later measures of intelligence in childhood were so low as to indicate that, except in extreme cases such as severe subnormality, the early measures had no predictive validity.1 2 From about this time, however, researchers began to question the nature and validity of the infant tests on which these findings were based. It was argued that the ‘mental scales’ on these tests primarily measured perceptual and motor development, rather than mental or cognitive growth, and there is little reason to expect measures of such abilities to predict later IQ.3 4 

Accordingly, the search began for cognitive or information processing measures of infant performance which might more reasonably be considered to tap abilities that are similar to, and may be predictive of, the abilities measured by the childhood intelligence tests. A major focus of this research has been on measures of visual information processing and attentiveness, and it has become clear that a moderate degree of predictability may be possible, leading some to the view that the ‘promise of greater predictive accuracy using recognition memory and habituation rate represents one of the most exciting contemporary fields of inquiry’.5 

One of the best known and most widely used tests of infant development is the Bayley scales of infant development (BSID). In the second edition of these scales published in 1993, many items on the mental development index appear to measure perceptual-motor rather than mental or cognitive development. At 4 months the items include: #36 ‘eyes follow rod’; #44 ‘uses eye-hand coordination in reaching’; and #45 ‘picks up cube’. At 12 months the items include: #73 ‘turns pages of book’; #79 ‘fingers holes in pegboard’; and …",data/mutualism.pdf,1870
146,150,e. tucker-drob d. briley,Continuity of genetic and environmental influences on cognition across the life span: a meta-analysis of longitudinal twin and adoption studies.,2014,"The longitudinal rank-order stability of cognitive ability increases dramatically over the life span. Theoretical perspectives differ in their emphasis on genetic mechanisms in explaining the longitudinal stability of cognition and how stability changes with development. However, the patterns of stability of genetic and environmental influences on cognition over the life span remain poorly understood. We searched for longitudinal studies of cognition that reported raw genetically informative longitudinal correlations or parameter estimates from longitudinal behavior genetic models. We identified 150 combinations of time points and measures from 15 independent longitudinal samples. In total, longitudinal data came from 4,548 monozygotic twin pairs raised together, 7,777 dizygotic twin pairs raised together, 34 monozygotic twin pairs raised apart, 78 dizygotic twin pairs raised apart, 141 adoptive sibling pairs, and 143 nonadoptive sibling pairs, ranging in age from infancy through late adulthood. At all ages, cross-time genetic correlations and shared environmental correlations were substantially larger than cross-time nonshared environmental correlations. Cross-time correlations for genetic and shared environmental components were, respectively, low and moderate during early childhood, increased sharply over child development, and remained high from adolescence through late adulthood. Cross-time correlations for nonshared environmental components were low across childhood and gradually increased to moderate magnitudes in adulthood. Increasing phenotypic stability over child development was almost entirely mediated by genetic factors. Time-based decay of genetic and shared environmental stability was more pronounced earlier in child development. Results are interpreted in reference to theories of gene-environment correlation and interaction.",10.1037/a0035893,1872
147,23,dasen luo l. thompson d. detterman,Phenotypic and Behavioral Genetic Covariation Between Elemental Cognitive Components and Scholastic Measures,2003,"The study subjected nine elementary cognitive task variables from the Cognitive Assessment Tasks (CAT) and three scholastic measures from the Metropolitan Achievement Test (MAT) to phenotypic and behavioral genetic structural equation modeling based on data for 277 pairs of same sex monozygotic (MZ) and dizygotic (DZ) twins from the Western Reserve Twin Project. Phenotypic and behavioral genetic covariation between certain elemental cognitive components and scholastic performance was examined to determine (a) whether these elemental cognitive components contribute substantially to the variance of scholastic performance; (b) whether such contributions vary across different domains of school knowledge or from specific domains to a general aptitude; (c) the behavioral genetic composition of the elemental cognitive components and the scholastic variables; and (d) how the association between the cognitive components and scholastic performance is genetically and environmentally mediated. The results of the study showed that as much as 30% of the phenotypic variance of scholastic performance was accounted for by the CAT general factor, which was presumably related to mental speed. A mainly genetic covariation was found between the mental speed component and scholastic performance, although each of the two variables was strongly influenced by both heritability and common family environment. The magnitude and etiology of the covariation were largely invariant whether mental speed was related to a common scholastic aptitude or to individual achievement measures covering different knowledge domains. Taken in conjunction with previous findings that mental speed has a substantial genetic correlation with psychometric g, and psychometric g has a mostly genetic covariation with scholastic achievement, the findings of the present study seems to point to a more global picture; namely, there is a causal sequence that starts from mental speed as the explanatory factor for both psychometric g and scholastic performance, and the etiology of the causal link is chiefly genetic.",data/mutualism.pdf --> https://pubmed.ncbi.nlm.nih.gov/12837014/,2091
148,14,s. pinker,How could a child use verb syntax to learn verb semantics,1994,"I examine Gleitman's (1990) arguments that children rely on a verb's syntactic subcategorization frames to learn its meaning (e.g., they learn that see means ‘perceive visually’ because it can appear with a direct object, a clausal complement, or a directional phrase). First, Gleitman argues that the verbs cannot be learned byb observing then situations in which they are used , because many verbs refer to overlapping situations, and because parents do not invariably use a verb when its perceptual correlates are present. I suggest that these arguments speak only against a narrow associationist view in which the child is sensitive to the temporal contiguity of sensory features and spoken verb, If the child can hyppthesize semantic representations corresponding to what parents are likely to be referring to, and can refine such representations across multiple situations, the objections are blunted;, indeed, Gleitman's theory requires such a learning process despite her objections to it. Second, Gleitmans suggests that there is enough information in a verb's subcategorization frames to predict its meaning ‘quite closely’ . Evaluating this argument requires distinguishing a verb's root plus its semantic content (what She boiled the water shares with The water boiled and does not share with She broke the glass), and a verb frame plus its semantic perspective (what She boiled the water shares with She broke the glass and does not share with The water boiled). I show that learning a verb in a single frame only gives a learner coarse information about its semanic perspective in that frame (e.g., number of arguments, type of arguments); it tells the learner nothing about the verb root's content across frames (e.g., hot bubbling liquid). Moreover, hearing a verb across all its frames also reveals little about the verb root's content. Finally, I show that Gleitman's empirical arguments all involve experiments where children are exposed to a single verb frame, and therefore all involve learning the frame's perpective meaning, not the root's content meaning, which in all the experiments was acquired by observing the accompanying scene. I conclude that attention to a verb's syntactic frame can help narrow down the child's interpretation of the perspective meaning of the verb in that frame, but disagree with the claim that there is some in-principle limitation in learning a verb's content.",data/mutualism.pdf --> https://www.sciencedirect.com/science/article/pii/0024384194903476,2415
149,75,b. kooi l. kuijper s. kooijman,Consequences of symbiosis for food web dynamics,2004,"Basic Lotka-Volterra type models in which mutualism (a type of symbiosis where the two populations benefit both) is taken into account, may give unbounded solutions. We exclude such behaviour using explicit mass balances and study the consequences of symbiosis for the long-term dynamic behaviour of a three species system, two prey and one predator species in the chemostat. We compose a theoretical food web where a predator feeds on two prey species that have a symbiotic relationships. In addition to a species-specific resource, the two prey populations consume the products of the partner population as well. In turn, a common predator forages on these prey populations. The temporal change in the biomass and the nutrient densities in the reactor is described by ordinary differential equations (ODE). Since products are recycled, the dynamics of these abiotic materials must be taken into account as well, and they are described by odes in a similar way as the abiotic nutrients. We use numerical bifurcation analysis to assess the long-term dynamic behaviour for varying degrees of symbiosis. Attractors can be equilibria, limit cycles and chaotic attractors depending on the control parameters of the chemostat reactor. These control parameters that can be experimentally manipulated are the nutrient density of the inflow medium and the dilution rate. Bifurcation diagrams for the three species web with a facultative symbiotic association between the two prey populations, are similar to that of a bi-trophic food chain; nutrient enrichment leads to oscillatory behaviour. Predation combined with obligatory symbiotic prey-interactions has a stabilizing effect, that is, there is stable coexistence in a larger part of the parameter space than for a bi-trophic food chain. However, combined with a large growth rate of the predator, the food web can persist only in a relatively small region of the parameter space. Then, two zero-pair bifurcation points are the organizing centers. In each of these points, in addition to a tangent, transcritical and Hopf bifurcation a global heteroclinic bifurcation is emanating. This heteroclinic cycle connects two saddle equilibria where the predator is absent. Under parameter variation the period of the stable limit cycle goes to infinity and the cycle tends to the heteroclinic cycle. At this global bifurcation point this cycle breaks and the boundary of the basin of attraction disappears abruptly because the separatrix disappears together with the cycle. As a result, it becomes possible that a stable two-nutrient-two-prey population system becomes unstable by invasion of a predator and eventually the predator goes extinct together with the two prey populations, that is, the complete food web is destroyed. This is a form of over-exploitation by the predator population of the two symbiotic prey populations. When obligatory symbiotic prey-interactions are modelled with Liebig's minimum law, where growth is limited by the most limiting resource, more complicated types of bifurcations are found. This results from the fact that the Jacobian matrix changes discontinuously with respect to a varying parameter when another resource becomes most limiting.",data/mutualism.pdf --> https://pubmed.ncbi.nlm.nih.gov/15293013/,3218
150,18,m. meijer ingeborg j de boois m. scheffer r. portielje h. hosper,Biomanipulation in shallow lakes in The Netherlands: an evaluation of 18 case studies,1999,"Eighteen shallow lakes in The Netherlands were subjected to biomanipulation, i.e. drastic reduction of the fish stock, for the purpose of lake restoration. The morphology and the nutrient level of the lakes differed, as did the measures applied. In some lakes biomanipulation was accompanied by reduction of the phosphorus loading. In all but two lakes, the Secchi disk transparency increased after the fish removal. Eight lakes (no phosphorus loading reduction, except for one lake) showed a strong and quick response to the measures: the bottom of the lake became visible (`lake bottom view') and there was a massive development of submerged macrophytes. In eight other lakes the water transparency increased, but lake bottom view was not obtained. In the biomanipulated lakes the decrease in total phosphorus and chlorophyll aand the increase in Secchi disk transparency were significantly stronger than the general trend occurring in Dutch lakes where no measures had been taken. The improvement in the Secchi depth and chlorophyll awas also stronger than in lakes where only the phosphorus load was reduced. The critical factor for obtaining clear water was the extent of the fish reduction in winter. Significant effects were observed only after >75% fish reduction. Success seems to require substantial fish manipulation. In such strongly biomanipulated lakes, wind resuspension of the sediment never prevented the water from becoming clear. No conclusion can be drawn with respect to the possible negative impact of cyanobacteria or Neomysison grazing by Daphniaand consequently on water clarity. In all lakes where there had been a high density of cyanobacteria or years with a high density of Neomysisother factors such as insufficient fishery may explain why lake bottom view was not obtained. In all lakes with additional phosphorus loading reduction the fish stock has been reduced less drastically (15–60%). In these lakes the effects on transparency were less pronounced than in the lakes with > 75% fish removal. Daphniagrazing seems responsible for spring clearing in all clear lakes but one. In three lakes the reduction of benthivorous fish also increased the transparency. The factors that determine water clarity in summer are less obvious. In most clear lakes a low algal biomass coincided with a macrophyte coverage of more than 25% of the lake surface area. However, it was not clear what mechanism caused the low algal biomass in summer, although inorganic nitrogen concentrations were regularly found to be very low. Daphniagrazing in open water seemed to be of little importance for suppressing the algal biomass in summer. Although in most lakes the total phosphorus concentration decreased after the biomanipulation, the dissolved phosphorus concentration remained too high to cause phosphorus limitation of the algal growth. In four out of six clear lakes for which there are long-term data the transparency decreased again after 4 years. In one lake with lower nutrient levels the Secchi disk transparency increased over the years. However, the number of lakes with low nutrient levels is too small for conclusions to be drawn regarding the impact of nutrient levels on the stability of the clear water state.",data/mutualism.pdf --> https://link.springer.com/article/10.1023/A:1017045518813,3240
151,151,e. thelen e. bates,Connectionism and dynamic systems: are they really different?,2003,"We propose that connectionism and dynamic systems theory are strong contenders for a general theory of development that holds true whatever the content domain. We illustrate, through our own career narratives, the origins of these theories in motor and language development. We situate connectionism and dynamic systems among other classic and contemporary theories and conclude that, although there are meaningful differences, these differences pale in relation to the shared assumptions about the fundamental processes and mechanisms of change. Once upon a time, thanks to Jean Piaget, the field of cognitive development had a coherent, interesting, testable, and widely accepted theory. Now, alas, we are back in the preparadigmatic boat with our colleagues in the rest of psychology, with theory fragments, almost-theories, and pseudotheories bobbing about around us. . . . I will try to differentiate several distinct possibilities for future theories. . . . Most probably each of these theories will turn out to be true of different aspects of development. . . . For any particular developmental phenomenon, one theory or another will be true, and we want to know which one it is. (Gopnik, 1996, p. 221) According to Alison Gopnik’s vision of the postPiagetian era, the search for a grand developmental theory is futile. Piaget was wrong: broad, general explanations seem ‘increasingly implausible’ (p. 221) and efforts are better spent working out the details, domain-by-domain. The traditional big issues of developmental theory ‐ nature vs. nurture, continuity and discontinuity, modularity vs. distributed processes, and so on ‐ should be cast aside in favor of specific theories about content. While we agree about the importance of the details, we also believe that Gopnik, and others who espouse the domain-specific view, have scuttled the theoretical boat somewhat prematurely. In this special issue of Developmental Science we present a discussion of two contemporary contenders for the ‘big picture’: connectionism and dynamic systems theory. The articles are the result of a symposium held at the 2001 meeting of the Society for Research in Child Development. The large audience who attended the symposium presumably did not share Gopnik’s pessimism over the future of developmental theory (although it is possible they came to witness the duel-to-the death!). Rather, we sensed a growing interest and excitement, especially as these new theories are implemented in mathematical models, and thus, make contact with similar theoretical enterprises in cognitive science, biology and neuroscience. Here we focus specifically on the question of whether we are dealing with one grand theory or two: how alike or how different are connectionism and dynamic systems? To begin, we state forthrightly that we do believe that there are general principles of development: mechanisms and processes that hold true whatever the content domain. Moreover, we assert that researchers make theoretical assumptions about these processes and mechanisms whenever they design and conduct a study. Often these assumptions are implicit, but they influence every decision about the choice of variables, design, research population, sampling intervals and statistical technique. Good theory makes these assumptions explicit, and subjects them to empirical test. Furthermore, the role of formal models is to make these underlying assumptions extremely precise. The specific form of the model is thus less important than the general principles of development on which it is based. We devote our introduction, therefore, to the developmental principles ‐ the qualitative theory and assumptions ‐ that form the bases for the two related approaches of connectionism and dynamic systems. We compare them to the assumptions of other general theories and discuss the strengths and weaknesses of each. Note that there is a not-so-subtle irony here. Neither author, Bates nor Thelen, has ever programmed a computer, written an original equation, or run a simulation. How did it come",data/mutualism.pdf,4063
