Author,Title,Publication Year,Abstract Note,SOURCE
david g. blanchflower david g. blanchflower david g. blanchflower,International evidence on well-being,2008,"National Time Accounting is a way of measuring society's well-being, based on time use. Its explicit form is the U-index, for ""unpleasant"" or ""undesirable"", which measures the proportion of time an individual spends in an unpleasant state. In this paper I review cross-country evidence on happiness and life satisfaction and consider whether these data will likely be replaced by the U-index. I find that first, that there are many similarities. According to both measures happiness is higher for the more educated, for married people, for those with higher income and for whites and lower for the unemployed; is U-shaped in age and un-trended over time in the USA although they are trended up in a number of EU countries and especially so in developing countries. Equivalent results are found using self-reported unhappiness data. Second, there is a large body of data on happiness that is unavailable on the U-index. For example, according to happiness research well-being across nations is lower the higher is the unemployment rate, the current inflation rate and the highest inflation rate in a person's adult life. Higher inequality also lowers happiness. Third, we know little about the predictive power of the U-index. Happiness and life satisfaction data seem able to forecast migration flows. Fourth, happy people are particularly optimistic about the future. Fifth, according to the happiness data the US ranks above France but the U-index suggests the reverse.",10.1111/j.0042-7092.2007.00700.x
zachary c merz j. lace a. eisenstein,Examining broad intellectual abilities obtained within an mTurk internet sample,2020,"Widely used in social science research, samples of participants obtained via Amazon’s Mechanical Turk (mTurk) tend to be representative across many sociodemographic variables. However, to date, no research has investigated and reported the global cognitive ability level (i.e., intelligence) of samples obtained via mTurk. The present study contributes to the literature by investigating a previously well-validated, public domain measure of cognitive ability in a sample of American adults recruited via mTurk. As part of a larger cross-sectional, survey-based study, four hundred thirty-four (434) Americans (M age = 37.86; 35.7% men) completed a demographic questionnaire and the 16-item International Cognitive Ability Resource, Sample Test (ICAR-16). Results revealed a normal distribution of ICAR-16 scores across the current sample. Additionally, total scores were positively correlated with participants’ level of education, income, and self-estimated intelligence, but did not significantly correlate with participant age. No gender differences were identified on ICAR-16 total scores. Finally, ICAR-16 scores did not significantly differ from normative data derived from its validation study. These results suggested that American mTurk samples may be representative of the broader population in terms of global cognitive ability, and that the ICAR-16 is likely a reasonable, psychometrically sound, and inexpensive measure of global cognitive ability appropriate for use in mTurk samples.",10.1007/s12144-020-00741-0 --> https://link.springer.com/article/10.1007/s12144-020-00741-0
"winter a. mason, siddharth suri,",Conducting behavioral research on Amazon’s Mechanical Turk,2011,"Amazon's Mechanical Turk is an online labor market where requesters post jobs and workers choose which jobs to do for pay. The central purpose of this article is to demonstrate how to use this Web site for conducting behavioral research and to lower the barrier to entry for researchers who could benefit from this platform. We describe general techniques that apply to a variety of types of research and experiments across disciplines. We begin by discussing some of the advantages of doing experiments on Mechanical Turk, such as easy access to a large, stable, and diverse subject pool, the low cost of doing experiments, and faster iteration between developing theory and executing experiments. While other methods of conducting behavioral research may be comparable to or even better than Mechanical Turk on one or more of the axes outlined above, we will show that when taken as a whole Mechanical Turk can be a useful tool for many researchers. We will discuss how the behavior of workers compares with that of experts and laboratory subjects. Then we will illustrate the mechanics of putting a task on Mechanical Turk, including recruiting subjects, executing the task, and reviewing the work that was submitted. We also provide solutions to common problems that a researcher might face when executing their research on this platform, including techniques for conducting synchronous experiments, methods for ensuring high-quality work, how to keep data private, and how to maintain code security.",data/audit.pdf --> https://pubmed.ncbi.nlm.nih.gov/21717266/
ariela schachter max besbris,Immigration and Neighborhood Change: Methodological Possibilities for Future Research,2017,"The recent settlement of immigrant populations into a wider range of geographies and communities across the United States raises new questions about the dynamics of residential segregation and complicates assumptions about how neighborhoods change—or don't—and why. While multiple theories attempt to explain the relationship between race/ethnicity, immigration, and neighborhood change, sociological examinations have been limited by the lack of systematic and frequently collected data. That is, the residential churn of neighborhoods, particularly in the market for rental housing where racial/ethnic minorities and immigrants predominate, often outpaces analysts’ ability to gather cross–neighborhood and cross–city data. In this essay we describe how online sources can help answer questions about race/ethnicity, immigration, and neighborhoods by providing large amounts of readily updatable data. An array of platforms designed to provide homeseekers with information about their housing options can also be used by sociologists for making claims about neighborhood change across multiple geographies. We review recent research that uses online data and describe an ongoing study by the authors that examines trends in the settlement patterns of immigrants and the rental housing market across the 50 largest MSAs in the United States. Online data sources can more accurately capture immigration and neighborhood processes, yielding better theories about the impact of immigration on neighborhood change.",10.1111/cico.12242
jennifer l. doleac l. stein,The Visible Hand: Race and Online Market Outcomes,2010,"We examine the effect of race on market outcomes by selling iPods through local online classified advertisements throughout the United States in a year-long field experiment. Each ad features a photograph of the product being held by a dark- or light-skinned (“black” or “white”) hand. To provide context, we also consider a group of sellers against whom buyers might statistically discriminate for similar reasons: white sellers with wrist tattoos. Black sellers do worse than white sellers on a variety of market outcome measures: They receive 13% fewer responses and 17% fewer offers. These effects are strongest in the Northeast, and are similar in magnitude to those associated with the display of a wrist tattoo. Conditional on receiving at least one offer, black sellers also receive 2–4% lower offers, despite the selfselected—and presumably less biased—pool of buyers. In addition, buyers corresponding with black sellers exhibit lower trust: They are 17% less likely to include their name in e-mails, 44% less likely to accept delivery by mail, and 56% more likely to express concern about making a long-distance payment. We find evidence that black sellers suffer particularly poor outcomes in thin markets; it appears that discrimination may not “survive” in the presence of significant competition among buyers. Furthermore, black sellers do worst in the most racially isolated markets and markets with high property crime rates, consistent with channels through which we might expect statistical discrimination to operate.",10.1111/ecoj.12082
fabiana silva,The Strength of Whites’ Ties: How Employers Reward the Referrals of Black and White Jobseekers,2018,"Abstract:Sociologists commonly point to jobseekers’ racially segregated networks and employers’ discriminatory behavior to explain racial inequality in employment. Network scholars argue that, given segregated networks and black and white employees’ unequal position in the labor market, employers’ reliance on employee referrals reproduces black disadvantage. Scholars of discrimination focus instead on employers’ unequal treatment of equally qualified black and white jobseekers. Drawing on an original experiment with a sample of white individuals with hiring responsibilities, I seek to bridge these literatures by examining whether respondents’ racial prejudice affects how they reward employee referrals of black and white applicants from black and white employees. I use a measure of implicit prejudice that is resistant to social desirability and that can capture biases among people who genuinely believe they are unbiased. Whether evaluated by low-prejudiced or high-prejudiced respondents, white applicants benefit greatly from same-race referrals. In contrast, black applicants do not benefit from same-race referrals, even when they are evaluated by low-prejudiced respondents. In fact, black applicants only benefit from having a referral when two conditions are met: the referring employee is white and they are evaluated by a relatively low-prejudiced respondent. These findings suggest that in addition to their disadvantage in access to employee referrals, black jobseekers suffer from a disadvantage in returns to these referrals.",10.1093/SF/SOY051
ruomeng cui jun li dennis j. zhang,Reducing Discrimination with Reviews in the Sharing Economy: Evidence from Field Experiments on Airbnb,2016,"Recent research has found widespread discrimination by hosts against guests of certain races in online marketplaces, which endangers the very basis of a sharing economy — building trust in the communities. In this paper, we explore the root cause of discrimination and how to eliminate discrimination. We conducted two randomized field experiments among 1,256 hosts on Airbnb by creating fictitious guest accounts and sending accommodation requests to them. We find that requests from guests with distinctively African American names are 19 percentage points less likely to be accepted than those with distinctively White names. However, a public review posted on a guest’s page mitigates discrimination: when guest accounts receive a positive review, the acceptance rates of guest accounts with distinctively White and African American names are statistically indistinguishable. We further demonstrate that a negative review also eliminates discrimination. Our finding is consistent with statistical discrimination: when lacking perfect information, hosts infer the quality of a guest by race and make rental decisions based on the average predicted quality of each racial group; when enough information is shared, hosts do not need to infer guests’ quality from their race, and discrimination is eliminated. Our results offer direct and clear guidance for sharing-economy platforms on how to reduce discrimination. Platform owners should motivate users to write reviews of one another and design a better mechanism to facilitate information sharing — especially information that signals guest quality.",10.2139/ssrn.2882982
"s. m. gaddis,",Discrimination in the Credential Society: An Audit Study of Race and College Selectivity in the Labor Market,2014,"Racial inequality in economic outcomes, particularly among the college educated, persists throughout US society. Scholars debate whether this inequality stems from racial differences in human capital (e.g., college selectivity, GPA, college major) or employer discrimination against black job candidates. However, limited measures of human capital and the inherent difficulties in measuring discrimination using observational data make determining the cause of racial differences in labor-market outcomes a difficult endeavor. In this research, I examine employment opportunities for white and black graduates of elite top-ranked universities versus high-ranked but less selective institutions. Using an audit design, I create matched candidate pairs and apply for 1,008 jobs on a national job-search website. I also exploit existing birth-record data in selecting names to control for differences across social class within racialized names. The results show that although a credential from an elite university results in more employer responses for all candidates, black candidates from elite universities only do as well as white candidates from less selective universities. Moreover, race results in a double penalty: When employers respond to black candidates, it is for jobs with lower starting salaries and lower prestige than those of white peers. These racial differences suggest that a bachelor’s degree, even one from an elite institution, cannot fully counteract the importance of race in the labor market. Thus, both discrimination and differences in human capital contribute to racial economic inequality.",data/audit.pdf
s. m. gaddis r. ghoshal,Dynamic Racial Triangulation: Examining the Racial Order Using an Experiment on Discrimination by White Millennials,2020,"Scholars argue that the traditional binary racial order model of the U.S. is outdated and acknowledge that racial systems can shift in response to demographic, political, and economic changes. In the coming years, White Millennials will exert ever-greater political and economic power in shaping the racial order. However, we have limited empirical evidence on the racial attitudes and race-based actions of this group. Our overarching goals in this paper are to uncover the racial order currently taking shape among White Millennials and to understand links between racial valorization, cultural inclusion/exclusion, and discriminatory actions among this group. To do so, we simulate a previous housing correspondence audit and conduct an online survey experiment with 4,462 White Millennials gauging respondents’ actions toward and views of White, Black, Hispanic, Indian, and Chinese-origin individuals. We find that White Millennial respondents express less acceptance of Blacks than members of other groups. Second, Blacks and Latinx are penalized on dimensions of valorization (i.e. responsibility, courteousness, and financial stability). Third, all groups other than Whites and “Americanized” Latinx are penalized on cultural inclusion, though the extent varies by signals of assimilation. Our findings indicate some support for racial triangulation theory but also show that insights from this perspective should be synthesized with those of racial formation theory. We suggest that rather than conform to any existing theory, White Millennials enact an emerging racial order rooted in what we call dynamic racial triangulation.",10.2139/ssrn.3022208
janelle h. cheung d. burns r. sinclair michael t. sliter,Amazon Mechanical Turk in Organizational Psychology: An Evaluation and Practical Recommendations,2016,"Purpose Amazon Mechanical Turk is an increasingly popular data source in the organizational psychology research community. This paper presents an evaluation of MTurk and provides a set of practical recommendations for researchers using MTurk. Design/Methodology/Approach We present an evaluation of methodological concerns related to the use of MTurk and potential threats to validity inferences. Based on our evaluation, we also provide a set of recommendations to strengthen validity inferences using MTurk samples. Findings Although MTurk samples can overcome some important validity concerns, there are other limitations researchers must consider in light of their research objectives. Researchers should carefully evaluate the appropriateness and quality of MTurk samples based on the different issues we discuss in our evaluation. Implications There is not a one-size-fits-all answer to whether MTurk is appropriate for a research study. The answer depends on the research questions and the data collection and analytic procedures adopted. The quality of the data is not defined by the data source per se, but rather the decisions researchers make during the stages of study design, data collection, and data analysis. Originality/Value The current paper extends the literature by evaluating MTurk in a more comprehensive manner than in prior reviews. Past review papers focused primarily on internal and external validity, with less attention paid to statistical conclusion and construct validity—which are equally important in making accurate inferences about research findings. This paper also provides a set of practical recommendations in addressing validity concerns when using MTurk.",10.1007/s10869-016-9458-5 --> https://link.springer.com/article/10.1007/s10869-016-9458-5
justin t. pickett s. p. roche,"Questionable, Objectionable or Criminal? Public Opinion on Data Fraud and Selective Reporting in Science",2017,"Data fraud and selective reporting both present serious threats to the credibility of science. However, there remains considerable disagreement among scientists about how best to sanction data fraud, and about the ethicality of selective reporting. The public is arguably the largest stakeholder in the reproducibility of science; research is primarily paid for with public funds, and flawed science threatens the public's welfare. Members of the public are able to make meaningful judgments about the morality of different behaviors using moral intuitions. Legal scholars emphasize that to maintain legitimacy, social control policies must be developed with some consideration given to the public's moral intuitions. Although there is a large literature on popular attitudes toward science, there is no existing evidence about public opinion on data fraud or selective reporting. We conducted two studies-a survey experiment with a nationwide convenience sample (N = 821), and a follow-up survey with a representative sample of US adults (N = 964)-to explore community members' judgments about the morality of data fraud and selective reporting in science. The findings show that community members make a moral distinction between data fraud and selective reporting, but overwhelmingly judge both behaviors to be immoral and deserving of punishment. Community members believe that scientists who commit data fraud or selective reporting should be fired and banned from receiving funding. For data fraud, most Americans support criminal penalties. Results from an ordered logistic regression analysis reveal few demographic and no significant partisan differences in punitiveness toward data fraud.",10.1007/s11948-017-9886-2 --> https://pubmed.ncbi.nlm.nih.gov/28281156/
"d. crane, s. lieberson,","A Matter of Taste: How Names, Fashions, and Culture Change",2000,"What accounts for our tastes? Why and how do they change over time? In this innovative book Stanley Lieberson analyzes children's first names to develop an original theory of fashion. Children's names provide an opportunity to view the pure mechanisms of fashion, unaffected by commercial interests that influence many fashions and tastes, says Lieberson. He disputes the commonly held notion that tastes in names (and other fashions) simply reflect societal shifts. There exist also ""internal taste mechanisms"" that drive changes in fashion even in the absence of social change, Lieberson contends. He explores the intricate and subtle ways in which internal mechanisms operate in concert with social forces to determine our choices of names. And he applies these conclusions to classical music, the decline of the fedora, women's garments, and other examples of change in fashion. Examining extensive data on names over long periods of time, Lieberson discovers an orderly regularity to the process of change. He considers an array of naming practices-how Rebecca became a popular name, why the names of certain important and attractive biblical characters are rarely chosen, and the influence of movie stars and characters in movies and novels. The book also inquires into name selection by specific ethnic and racial groups-Mexicans' choices of names for their sons and daughters, African-American naming tastes from the time of slavery, changing names among American Jews throughout the twentieth century, and ethnic influences on naming in assimilated white groups. Lieberson concludes with a discussion of broader applications of internal mechanisms, suggesting that they operate widely in culture, across the entire ""cultural surface.""",data/audit.pdf
"d. o. sears,",College sophomores in the laboratory: Influences of a narrow data base on social psychology's view of human nature.,1986,"For the 2 decades prior to 1960, published research in social psychology was based on a wide variety of subjects and research sites. Content analyses show that since then such research has overwhelmingly been based on college students tested in academic laboratories on academiclike tasks. How might this heavy dependence on one narrow data base have biased the main substantive conclusions of sociopsychological research in this era? Research on the full life span suggests that, compared with older adults, college students are likely to have less-crystallized attitudes, less-formulated senses of self, stronger cognitive skills, stronger tendencies to comply with authority, and more unstable peer group relationships. The laboratory setting is likely to exaggerate all these differences. These peculiarities of social psychology's predominant data base may have contributed to central elements of its portrait of human nature. According to this view people (a) are quite compliant and their behavior is easily socially influenced, (b) readily change their attitudes and (c) behave inconsistently with them, and (d) do not rest their self-perceptions on introspection. The narrow data base may also contribute to this portrait of human nature's (e) strong emphasis on cognitive processes and to its lack of emphasis on (f) personality dispositions, (g) material self-interest, (h) emotionally based irrationalities, (i) group norms, and (j) stage-specific phenomena. The analysis implies the need both for more careful examination of sociopsychological propositions for systematic biases introduced by dependence on this narrow data base and for increased reliance on adults tested in their natural habitats with materials drawn from ordinary life.",data/audit.pdf
venoo kakar j. voelz j. wu j. franco,The Visible Host: Does race guide Airbnb rental rates in San Francisco?,2017,"Peer to Peer e-commerce is increasingly characterized by trends towards the personalization of buyers and sellers in the on-line marketplace. This personalization includes buyer reviews, personal pictures and profiles, and other biographical information intended to reduce buyers’ perceived “purchase risk” or to facilitate trust in the sellers. However, this phenomenon is transforming what started as an essentially “anonymous” market to one susceptible to traditional market failures, including potential racial discrimination, in a manner similar to its brick and mortar counterparts. In this paper, we examine the effect of on-line host information (race, gender, sexual orientation, etc.) on the price of available rental listings in San Francisco on Airbnb.com. We find that on average, Asian and Hispanic hosts charge 8%-10% lower prices relative to their White counterparts on equivalent rental properties, after controlling for all renter-available information on rental unit characteristics, as well as additional information on neighborhood property values, area demographics, and occupancy rates. We do not find any differences in occupancy rates between minority and White hosts. This may suggest that minorities price lower because they are forward-looking, perhaps due to an expectation of discrimination in the online marketplace or have a preference to increase demand to either maintain their target occupancy level or to attract a larger pool of potential renters to choose from. Overall, our findings are consistent with but not conclusive of a market test of potential racial discrimination affecting Hispanic Airbnb hosts, manifested in an anticipation of disparate market demand for their rentals, and responded to by lower listing prices.",10.1016/J.JHE.2017.08.001 --> https://www.sciencedirect.com/science/article/pii/S1051137716301309
matthieu manant serge pajak nicolas soulié,Can Social Media Lead to Labor Market Discrimination? Evidence from a Field Experiment,2017,"With the advance of online social networks, the screening of applicants during hiring can extend beyond the usual application material. Although browsing the online profile of an applicant raises ethical issues, this practice potentially improves the job matching, at virtually no cost to the employer. In this paper, we investigate the use of online social networks as a reliable source of information for recruiters on applicants in the French job market.We set up a field experiment using real accountant job offers in the greater Paris area. We adjust the content of Facebook accounts to manipulate the perceived origins of applicants (hometown and language spoken) and analyze the impact on the number of callbacks received from employers. The signal we manipulate to distinguish applicants is available only within the online profile, not the application material. During a 12 month period from March 2012 to March 2013, we submitted more than 800 applications. The test applicant received a third fewer callbacks compared to the control applicant, a significant difference. Our results suggest that online profiles are used indeed to screen applicants, and that this occurs early in the hiring process.During the course of the experiment, a change to the standard Facebook layout sent a part of our signal, namely the language spoken by the applicants, into a sub-tab not directly visible from the front page. This exogenous change (clicking on a tab is now required to access the information) allowed us to measure the recruiter's depth of search. In subsequent months, the gap between the two applicant types shrank and virtually disappeared. This suggests that screening is superficial, illustrating the existence of employer search costs for browsing an entire profile.",10.1111/jems.12291
waqar nadeem saifeddin alimamy a. r. ashraf,Navigating through difficult times with ethical marketing: Assessing consumers' willingness-to-pay in the sharing economy,2023,"The pandemic has severely disrupted the activity and economic growth of co-working spaces, ridesharing, couch surfing, and other services known collectively as the “sharing economy.” Academicians and managers are exploring and experimenting with various strategies to recover losses, build meaningful connections with consumers, and optimize consumer engagement. As the sharing economy strives to recover from pandemic-induced losses, it is crucial to consider factors that might help sharing-economy firms navigate through difficult times. Moreover, value-co creation has been addressed previously in sharing economy research as a unidimensional construct with constrained applicability. Guided by the stimulus-organism-response (S–O-R) framework, the present study focuses on ethical marketing as a strategy for identifying consumer responses—including value co-creation, self–brand connection, and consumers' willingness to pay—that may benefit sharing-economy firms. We have collected the empirical data from n = 403 consumers in the sharing economy. Analyses through structural equation modelling tests reveal that ethical marketing influence value co-creation, self–brand connection, and consumers' willingness to pay. Contrary to our expectations, value co-creation has no influence on consumers' willingness to pay; however, the relationship between value co-creation and consumers' willingness to pay is fully mediated by self–brand connection. Based on empirical results, this study contributes to existing theoretical knowledge regarding ethical marketing and value co-creation literature in the sharing economy and proposes practical implications, including how consumers would be willing to co-create value, establish a self–brand connection, and are more likely to pay in response to ethical marketing.",10.1016/j.jretconser.2022.103150 --> https://www.sciencedirect.com/science/article/pii/S0969698922002430
joseph k. goodman cynthia cryder amar cheema,Data collection in a flat world: the strengths and weaknesses of mechanical turk samples,2013,"Mechanical Turk (MTurk), an online labor system run by Amazon.com, provides quick, easy, and inexpensive access to online research participants. As use of MTurk has grown, so have questions from behavioral researchers about its participants, reliability, and low compensation. In this article, we review recent research about MTurk and compare MTurk participants with community and student samples on a set of personality dimensions and classic decision-making biases. Across two studies, we find many similarities between MTurk participants and traditional samples, but we also find important differences. For instance, MTurk participants are less likely to pay attention to experimental materials, reducing statistical power. They are more likely to use the Internet to find answers, even with no incentive for correct responses. MTurk participants have attitudes about money that are different from a community sample’s attitudes but similar to students’ attitudes. Finally, MTurk participants are less extraverted and have lower self-esteem than other participants, presenting challenges for some research domains. Despite these differences, MTurk participants produce reliable results consistent with standard decision-making biases: they are present biased, risk-averse for gains, risk-seeking for losses, show delay/expedite asymmetries, and show the certainty effect—with almost no significant differences in effect sizes from other samples. We conclude that MTurk offers a highly valuable opportunity for data collection and recommend that researchers using MTurk (1) include screening questions that gauge attention and language comprehension; (2) avoid questions with factual answers; and (3) consider how individual differences in financial and social domains may influence results. Copyright © 2012 John Wiley & Sons, Ltd.",10.1002/BDM.1753
j. strickland,EXAMINING THE UTILITY OF BEHAVIORAL ECONOMIC DEMAND IN ADDICTION SCIENCE,2019,"OF DISSERTATION EXAMINING THE UTILITY OF BEHAVIORAL ECONOMIC DEMAND IN ADDICTION SCIENCE The marriage of perspectives from behavioral economic theory and learning theory has the potential to advance an understanding of substance use and substance use disorder. Behavioral economic demand is a central concept to this interdisciplinary approach. Evaluating demand in the laboratory and clinic can improve previous research on the relative reinforcing effects of drugs by accounting for the multi-dimensional nature of reinforcement rather than viewing reinforcement as a unitary construct. Recent advances in the commodity purchase task methodology have further simplified the measurement of demand values in human participants. This dissertation project presents a programmatic series of studies designed to demonstrate the utility of using a behavioral economic demand framework and the purchase task methodology for understanding substance use disorder through basic and applied science research. Experiments are presented spanning a continuum from theoretical and methodological development to longitudinal work and clinical application. These experiments demonstrate three key conclusions regarding behavioral economic demand. First, behavioral economic demand provides a reliable and valid measure of drug valuation that is applicable to varied drug types and participant populations. Second, behavioral economic demand is a stimulus-selective measure specifically reflecting valuation for the commodity under study. Third, behavioral economic demand provides incremental information about substance use in the laboratory and clinical setting above and beyond traditional measures of reinforcer valuation and other behavioral economic variables. These findings collectively highlight the benefits of behavioral economic demand and provide an important platform for future work in addiction science.",10.13023/ETD.2019.030
philip oreopoulos,Why Do Skilled Immigrants Struggle in the Labor Market? a Field Experiment with Six Thousand Resumes,2009,"Thousands of resumes were sent in response to online job postings across multiple occupations in Toronto to investigate why Canadian immigrants, allowed in based on skill, struggle in the labor market. Resumes were constructed to plausibly represent recent immigrants under the point system from the three largest countries of origin (China, India, and Pakistan) and Britain, as well as non-immigrants with and without ethnic-sounding names. In addition to names, I randomized where applicants received their undergraduate degree, whether their job experience was gained in Toronto or Mumbai (or another foreign city), whether they listed being fluent in multiple languages (including French). The study produced four main findings: 1) Interview request rates for English-named applicants with Canadian education and experience were more than three times higher compared to resumes with Chinese, Indian, or Pakistani names with foreign education and experience (5 percent versus 16 percent), but were no different compared to foreign applicants from Britain. 2) Employers valued experience acquired in Canada much more than if acquired in a foreign country. Changing foreign resumes to include only experience from Canada raised callback rates to 11 percent. 3) Among resumes listing 4 to 6 years of Canadian experience, whether an applicant's degree was from Canada or not, or whether the applicant obtained additional Canadian education or not had no impact on the chances for an interview request. 4) Canadian applicants that differed only by name had substantially different callback rates: Those with English-sounding names received interview requests 40 percent more often than applicants with Chinese, Indian, or Pakistani names (16 percent versus 11 percent). Overall, the results suggest considerable employer discrimination against applicants with ethnic names or with experience from foreign firms.",10.1257/POL.3.4.148
j. oskam anna de visser-amundson,A systematic review of ethical issues in hospitality and tourism innovation,2022,"PurposeThe purpose of this paper is to identify the state of academic research on ethical issues connected to innovation in hospitality. Through a systematic review of the literature on this topic, the authors aim to offer a synthesis of research approaches and to provide proposals for future research.Design/methodology/approachThe authors conducted searches in four different databases, to select articles based on the inclusion criteria: the articles should combine the topics of innovation and hospitality/tourism and have been published between 2011 and 2021. Through an iterative screening process, the authors selected 71 research articles.FindingsThis paper distinguishes two categories of approaches to the topic: a first and predominant approach in which innovations are derived from evolving ethical insights and a more dispersed second category that explores the ethical implications of innovations. In the first category, articles about ethical leadership represent the greatest number, followed by those about corporate social responsibility (CSR). Almost half of the papers studied followed qualitative methods.Research limitations/implicationsThe authors argue that the prevalent perspective represents a specific interpretation of the social role of private companies, but that the ethical effects of commercial or technological innovations deserve more attention. Despite a rigorous procedure in reviewing the literature systematically, they also discuss that there are multiple relevant debates that do not refer explicitly to ethical aspects, but that should be included in the topic.Practical implicationsAddressing the research gaps in ethics and innovation in hospitality must provide practitioners with an understanding of the ramifications of their innovations and with criteria for ethical decision-making.Social implicationsThe current orientation of the debate underscores ethical innovations in hospitality and tourism, whilst ethical risks of other developments in these industries may remain understudied.Originality/valueThis review updates earlier reviews of ethical issues in hospitality and tourism, whilst the link to innovation and the distinction of two categories, based on the causal direction between ethical considerations and innovation, identify an imbalance in the study of the topic.",10.1108/jhti-11-2021-0305
max besbris jacob w. faber peter m. rich p. sharkey,Effect of neighborhood stigma on economic transactions,2015,"Significance Although previously theorized, virtually no rigorous empirical evidence has demonstrated an impact of neighborhood stigma on individual outcomes. To test for the effects of neighborhood stigma on economic transactions, an experimental audit of an online classified market was conducted in 2013–2014. In this market, advertisements were placed for used iPhones in which the neighborhood of the seller was randomly manipulated. Advertisements identifying the seller as a resident of a disadvantaged neighborhood received significantly fewer responses than advertisements identifying the seller as a resident of an advantaged neighborhood. The results provide strong evidence for an effect of neighborhood stigma on economic transactions, suggesting that individuals carry the stigma of their neighborhood with them as they take part in economic exchanges. The hypothesis of neighborhood stigma predicts that individuals who reside in areas known for high crime, poverty, disorder, and/or racial isolation embody the negative characteristics attributed to their communities and experience suspicion and mistrust in their interactions with strangers. This article provides an experimental test of whether neighborhood stigma affects individuals in one domain of social life: economic transactions. To evaluate the neighborhood stigma hypothesis, this study adopts an audit design in a locally organized, online classified market, using advertisements for used iPhones and randomly manipulating the neighborhood of the seller. The primary outcome under study is the number of responses generated by sellers from disadvantaged relative to advantaged neighborhoods. Advertisements from disadvantaged neighborhoods received significantly fewer responses than advertisements from advantaged neighborhoods. Results provide robust evidence that individuals from disadvantaged neighborhoods bear a stigma that influences their prospects in economic exchanges. The stigma is greater for advertisements originating from disadvantaged neighborhoods where the majority of residents are black. This evidence reveals that residence in a disadvantaged neighborhood not only affects individuals through mechanisms involving economic resources, institutional quality, and social networks but also affects residents through the perceptions of others.",10.1073/pnas.1414139112
david dann timm teubner christof weinhardt,Poster child and guinea pig – insights from a structured literature review on Airbnb,2019,"PurposeA growing body of research from various domains has investigated Airbnb, a two-sided market platform for peer-based accommodation sharing. The authors suggest that it is due time to take a step back and assess the current state of affairs. This paper aims to conflate and synthesize research on Airbnb.Design/methodology/approachTo facilitate research on Airbnb and its underlying principles in electronic commerce, the authors present a structured literature review on Airbnb.FindingsThe findings are based on 118 articles from the fields of tourism, information and management, law and economics between 2013 and 2018. Based on this broad basis, the authors find that: research on Airbnb is highly diverse in terms of domains, methods and scope; motives for using Airbnb are manifold (e.g. financial, social and environmental); trust and reputation are considered crucial by almost all scholars; the platform’s variety is reflected in prices; and the majority of work is based on surveys and empirical data while experiments are scarce.Practical implicationsBased on the present assessment of studied topics, domains, methods and combinations thereof, the authors suggest that research should move toward building atop of a common ground of data structures and vocabulary, and that attention should focus on the identified gaps and hitherto scarcely used combinations. The set of under-represented areas includes cross-cultural investigations, field experiments and audit studies, the consideration of dynamic processes (e.g. based on panel data), Airbnb’s “experiences” and automated pricing algorithms and the rating distribution’s skewness.Originality/valueThis study provides a comprehensive overview of work on the accommodation sharing platform Airbnb, to the best of the auhtors’ knowledge, representing the first systematic literature review. The authors hope that researchers and practitioners alike will find this review useful as a reference for future research on Airbnb and as a guide for the development of innovative applications based on the platform’s peculiarities and paradigms in electronic commerce practice. From a practical perspective, the general tenor suggests that hotel and tourism operators may benefit from: focusing on their core advantages over Airbnb and differentiating features and aligning their marketing communication with their users’ aspirations.",10.1108/IJCHM-03-2018-0186
